Business Name,Category,City,Area/Locality,Full Address,Pincode,Contact Number,Website Available,Website URL,Google Maps Link,Google Rating,Total Reviews,Latitude,Longitude,Business Status,Business Size,Rating Category,Has Website,Has Contact,High Rated,Popular Business,Opportunity Score,Review Group
Oasis Jewels,Jewellery Store,Raigad,Alibaug,"Oasis jewels, main beach, Koliwada, Alibag, Maharashtra 402201",402201,9833099609,NO,,https://maps.app.goo.gl/H6vd1sNB857HKDNKA,4.9,25,18.6400273,72.87211896,Open,Small,Excellent,0,1,1,0,34.58,Low
Chandukaka Saraf Pvt Ltd,Jewellery Store,Raigad,Alibaug,"Neel Hermitage, Plot No. 205/8, MCCH, Plot No -146, Vasudev Balwant Phadke Rd, near Suruchi Hotel, Old Panvel, Panvel, Maharashtra 410206",402201,18002678555,YES,https://chandukakasaraf.in/,https://maps.app.goo.gl/AWdtkeqTdSNYEgGN9,4.9,2442,18.98922916,73.11509963,Open,Popular,Excellent,1,1,1,1,80.01,Very High
Alibag Jewellers,Jewellery Store,Raigad,Alibaug,"Shop No 4, Shivalkar Naka, MAHAMOOD VILLA, Koliwada, Alibag, Maharashtra 402201",402201,9271777661,NO,,https://maps.app.goo.gl/EroQnGuHMEqG3HUV8,4.4,5,18.64300612,72.87607414,Open,Small,Good,0,1,0,0,29.92,Very Low
Rajendra Jewellers,Jewellery Store,Raigad,Alibaug,"Shop no 6, Kuberakhshe, Ground floor, Maruti Naka, opposite Madhur mart, PNP Nagar, Alibag, Maharashtra 402201",402201,9689655777,NO,,https://maps.app.goo.gl/pSpHDCMbdqg3aPpk9,5,3,18.6443168,72.87289524,Open,Small,Excellent,0,1,1,0,13.86,Very Low
Swastik Jewellers,Jewellery Store,Raigad,Alibaug,"Shop No 6 Alibag Pride Bldg, near gp parasik Bank, Alibag, Maharashtra 402201",402201,Unknown,NO,,https://maps.app.goo.gl/DQpzWCgb2Nzr65Du6,4.4,11,18.64762031,72.87447807,Open,Small,Good,0,1,0,0,36.85,Low
Shree Ashapura Furniture And Hardware,Furniture Store,Raigad,Pen,"Shop No 2, PALM BEACH ROAD, near ARCEE ELECTRONICS, Chinchpada, Pen, Maharashtra 402107",402107,9881923957,NO,,https://maps.app.goo.gl/Gu6vZgzfWsfpF3pv5,5,1,18.74639436,73.09120906,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Bharat Furnishing,Furniture Store,Raigad,Pen,"Shop No-4, Oppo Hiro Honda Showroom, Chinchpada, Pen, Maharashtra 402107",402107,9860655127,NO,,https://maps.app.goo.gl/mUvNXz97jErvUX3z6,4.9,33,18.75145754,73.09470786,Open,Small,Excellent,0,1,1,0,37.26,Low
Sri Ram Furniture,Furniture Store,Raigad,Pen,"Khopoli - Pen Rd, Ambeghar, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/oCn7JaDsfJ6aFqvJA,4.7,3,18.74729847,73.11854951,Open,Small,Excellent,0,1,1,0,19.86,Very Low
Shree Furnishing & Interiors,Furniture Store,Raigad,Pen,"Shree Furnishing Shop no.3&4,Sachin Tendulkar Stedium, Chinchpada Rd, Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/5Zh37M7jgQHFwFpc8,4.9,13,18.75615266,73.07897026,Open,Small,Excellent,0,1,1,0,28.39,Low
Gaurav Furniture,Furniture Store,Raigad,Pen,"At-Tarshet, near shihufata,Po-Bense, Tal, Dist, Pen, Raigad, Maharashtra 402107",402107,9405190507,NO,,https://maps.app.goo.gl/Bd78TfWByCKHrSfP8,5,1,18.60216969,73.09515343,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Prime Furnishing (Sleepwell),Furniture Store,Raigad,Pen,"Shop 9 &10, Krushi utpan, Bazar Samiti, Dev Aali, Pen, Maharashtra 402107",402107,9763734847,YES,http://exploreyourcities.com/businesses/sleepwell-prime-furnishing-pen-raigad/,https://maps.app.goo.gl/dryjNRLFrr13mGwr7,4.1,8,18.74814759,73.08713951,Open,Small,Good,1,1,0,0,39.97,Very Low
Allwin Furniture And Interior Decorators,Furniture Store,Raigad,Alibaug,"Shop No 2, Om Sai Apt, Bazar Peth Rd, near Zumma Masjid, Koliwada, Alibag, Maharashtra 402201",402201,Unknown,NO,,https://maps.app.goo.gl/X4YPoW7VDdceQgJq5,4.8,5,18.64282904,72.87454056,Open,Small,Excellent,0,1,1,0,21.92,Very Low
The Cake World,Sweet Shop And Bakerie,Raigad,Pen,"P3PR+6W6, Chinchpada, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/T6jSMe2W2PJV3bS96,4.9,1753,18.7401149,73.09308501,Open,Popular,Excellent,0,1,1,1,76.7,Very High
D'Molos Cake & More,Sweet Shop And Bakerie,Raigad,Pen,"Khopoli - Pen Rd, Ziral Ali, Pen, Maharashtra 402107",402107,7378915972,NO,,https://maps.app.goo.gl/joK7Acf5X4khsWGk7,4.7,74,18.74001713,73.09528141,Open,Medium,Excellent,0,1,1,0,49.17,Medium
Amrut Bakery Pen,Sweet Shop And Bakerie,Raigad,Pen,"At & Po. Tarankhop Beside Hotel New Visava Tal, Dist, Pen, Maharashtra 402107",402107,9422094240,YES,http://amrutafoodproducts.com/,https://maps.app.goo.gl/YXt2czBcu3pLJ4Tm7,4.7,25,18.75815276,73.09245365,Open,Small,Excellent,1,1,1,0,38.58,Low
Baker'S Zone,Sweet Shop And Bakerie,Raigad,Pen,"Gala no-16, Jagdamba city building, behind agri samaj hall, Chinchpada, Pen, Maharashtra 402107",402107,9518740899,NO,,https://maps.app.goo.gl/ZQFyL9qGdR5pyZeQ8,4.5,10,18.73415549,73.09268512,Open,Small,Good,0,1,1,0,33.98,Very Low
Monginis Cake Shop,Sweet Shop And Bakerie,Raigad,Pen,"Shop No 1, Shree Yash Plaza, M G Rd, near Bharat Gas Agency, Pen, Maharashtra 402107",402107,2143255588,YES,https://cakeshops.monginis.net/monginis-cake-shop-komal-cake-corner-pen-cake-shop-pen-raigad-82485/Home?utm_source=locator&utm_medium=googleplaces,https://maps.app.goo.gl/r9ATvpiBTmJVs7957,3.9,59,18.73822672,73.09088516,Open,Medium,Average,1,1,0,0,62.94,Medium
Mom & Me Cakes N More,Sweet Shop And Bakerie,Raigad,Pen,"Shop No.4 and 5, Building No.3,APMC Market, M G Rd, Pen, Maharashtra 402107",402107,9804494111,NO,,https://maps.app.goo.gl/CMvnbapHEkRriZYM9,4.7,350,18.73863711,73.08969901,Open,Large,Excellent,0,1,1,1,64.61,High
Aroma Blossom Luxury Salon And Academy,Beauty Parlour & Salon,Raigad,Panvel,"kamdhenu apartment Nxt to jio gallery, opp. petrol pump, Sector 11, New Panvel East, Panvel, Maharashtra 410206",410206,9967112985,NO,,https://maps.app.goo.gl/SeY6qKpwQNLXSUs49,4.8,537,18.99950907,73.12404695,Open,Large,Excellent,0,1,1,1,66.88,Very High
Kapils Salon,Beauty Parlour & Salon,Raigad,Panvel,"Orion Mall, G-14 B, Ground Floor, Panvel, Maharashtra 410206",410206,8291863133,YES,https://www.kapilssalon.com/,https://maps.app.goo.gl/DQmGnYVHaxkVBvT29,4.8,16798,18.99407767,73.11563039,Open,Popular,Excellent,1,1,1,1,101.29,Very High
Miracle Aesthetic Beauty Centre & Academy.,Beauty Parlour & Salon,Raigad,Panvel,"Tapovan stop, Shop Number 1, Pushp Kalash 2 Building, Balaji Symphony tower, near Akshar Digital & Shree Hospital, next to Balaji Mandir & Shreeram Kirana store, Sukapur, New Panvel East, Shilottar Raichur, Maharashtra 410206",410206,8108755396,NO,,https://maps.app.goo.gl/EYf5rfvEhppYekuM7,4.9,561,19.00171069,73.13571103,Open,Large,Excellent,0,1,1,1,65.32,Very High
Amrapali Beauty & Beyond,Beauty Parlour & Salon,Raigad,Panvel,"Plot no-3, Rd Number 16, Sector 19, New Panvel East, Panvel, Maharashtra 410206",410206,9920137108,NO,,https://maps.app.goo.gl/LYD7oWn5tLgLVeua7,4.9,132,18.99856528,73.12233182,Open,Medium,Excellent,0,1,1,1,50.9,High
Anvis Salon And Academy,Beauty Parlour & Salon,Raigad,Panvel,"Floor Plot number 41, Shop Number 12 Neel Plaza Ground, Sector 3, New Panvel East, Panvel, Maharashtra 410206",410206,9967846371,YES,https://business.google.com/v/anvis-salon-and-academy/08763244937235203255/8bbf/_?caid=20096467612&agid=153256128380&gclid=Cj0KCQjw-ai0BhDPARIsAB6hmP4O1pv3eHG-IPoGAUZS1G4pJLDhuwODfrlJ_6-1sEU12Z28pz17idkaAr27EALw_wcB,https://maps.app.goo.gl/W5d974TB8Y3Fa2BE6,4.7,991,19.00312664,73.12074382,Open,Large,Excellent,1,1,1,1,75,Very High
Priyal Beauty Salon And Academy,Beauty Parlour & Salon,Raigad,Panvel,"Honesty House, 105, Shree Sahayya, Ambedkar Rd, near Chhatrapati Shivaji Maharaj Chowk, Old Panvel, Panvel, Maharashtra 410206",410206,8356913840,NO,,https://maps.app.goo.gl/yVnBvJBMy8iFCD5E7,5,120,18.98834202,73.11343903,Open,Medium,Excellent,0,1,1,1,47.96,High
Shilp'S Makeup Studio & Academy,Beauty Parlour & Salon,Raigad,Panvel,"Shop No.1, Sai Paradise Co.Society, Sector-1, New Panvel East, Panvel, Maharashtra 410206",410206,8850824673,NO,,https://maps.app.goo.gl/o7RREzBD6EaTshBx6,4.7,68,19.00023843,73.11733727,Open,Medium,Excellent,0,1,1,0,48.34,Medium
Yashoda Hair And Beauty Salon,Beauty Parlour & Salon,Raigad,Alibaug,"H.No:1840, Anandnagar Street, behind Pancharatna Appt, near Megha Theatre, Chendhare, Maharashtra 402201",402201,9552550123,YES,http://www.yashodasalon.in/,https://maps.app.goo.gl/QVewsN6XPpDAteTL6,4.5,224,18.65161103,72.87633267,Open,Large,Good,1,1,1,1,64.16,High
"Samruddhi Salon, Makeup Studio & Institute",Beauty Parlour & Salon,Raigad,Alibaug,"Samruddhi Salon, near Monika saree shop, Gharat ali, market, Alibag, Maharashtra 402201",402201,8087823800,NO,,https://maps.app.goo.gl/KjzG66RCVhaf5fGN9,4.9,180,18.6470052,72.87463615,Open,Medium,Excellent,0,1,1,1,53.98,High
Blossom Salon And Academy,Beauty Parlour & Salon,Raigad,Alibaug,"At .st stand, alibag pride builng, near by fulora hotel, Shribag No.3, Agarsure, Alibag, Maharashtra 402201",402201,9011037497,NO,,https://maps.app.goo.gl/kvM1DNvaENKA86Vq8,4.9,95,18.64753203,72.87417764,Open,Medium,Excellent,0,1,1,0,47.64,Medium
Roopamm Ladies Salon,Beauty Parlour & Salon,Raigad,Alibaug,"first floor, opposite St. Stand, above tulsi hotel, PNP Nagar, Alibag, Maharashtra 402201",402201,9371191038,YES,https://roopamm-ladies-salon.grexa.site/,https://maps.app.goo.gl/bDoYhHk8bGavMJ7V6,5,74,18.64836373,72.87407651,Open,Medium,Excellent,1,1,1,0,43.17,Medium
Jawed Habib Hair & Beauty Salon,Beauty Parlour & Salon,Raigad,Alibaug,"Shop no. 7, Shardul Cooperative Ho. Soc, near Madhurmart, opposite Kuberakshe Building, Marutinaka, Shribag No.3, Alibag, Maharashtra 402201",402201,9922119239,YES,https://jawedhabib.org/maruti-naka-alibag.html,https://maps.app.goo.gl/AyP5rw837hPMugGf7,4.1,141,18.64428778,72.87357747,Open,Medium,Good,1,1,0,1,67.56,High
Rootz Ladies Parlour,Beauty Parlour & Salon,Raigad,Alibaug,"Pacific bulding Chathrpati, shivaji maharaj chok, Thikrul Naka Mitra, Shribag No.3, Alibag, Maharashtra 402201",402201,9921073963,NO,,https://maps.app.goo.gl/8Z3RdWSRtG5r7cMK7,4.2,130,18.64589307,72.87529141,Open,Medium,Good,0,1,0,1,64.75,High
Lookwell Salon,Beauty Parlour & Salon,Raigad,Panvel,"Shop No. 3 & 4, Millennium Hilton, near D Mart Road, opp. Dominos, Sector 1-S, New Panvel East, Panvel, Maharashtra 410206",410206,7021311272,YES,http://www.lookwellsalon.com/,https://maps.app.goo.gl/pihG8YsHKZoP6r9n6,4.6,813,19.00359616,73.11677252,Open,Large,Excellent,1,1,1,1,75.02,Very High
Roshan'S Unisex Salon,Beauty Parlour & Salon,Raigad,Pen,"Guru Krupa Building Nandimal Naka, Pen, Maharashtra 402107",402107,9850534626,NO,,https://maps.app.goo.gl/LdggHgABXb1f1Jnw5,5,222,18.74206488,73.09756934,Open,Large,Excellent,0,1,1,1,54.07,High
Avea Family Salon,Beauty Parlour & Salon,Raigad,Pen,"Shop no 53/54, avea family salon, Sharad Pawar Bhawan, Buddha Nagar, Pen, Maharashtra 402107",402107,8380807252,YES,https://avea.salonist.io/online,https://maps.app.goo.gl/rT7Vu6EJnUdUN6an9,4.9,26,18.73672098,73.09437987,Open,Small,Excellent,1,1,1,0,34.96,Low
Kn Developers And Engineers Llp,Construction Company,Raigad,Pen,"P3JW+6PX Sky Villas Apartment, 103, Samarth Samruddhi CHS, Motiram Talav, motiram talav, Road, Chinchpada, Pen, Maharashtra 402107",402107,8010737516,YES,http://www.kndevelopers.com/,https://maps.app.goo.gl/tcbKjY19BuDwBS8A9,4.9,9,18.73123691,73.09656509,Open,Small,Excellent,1,1,1,0,25.03,Very Low
Sr Construction - Govt. Contractor & Developer,Construction Company,Raigad,Pen,"Mahesh Rathod, Shetty Rathod, Bazar Peth, near SBI BANK, Ziral Ali, Pen, Maharashtra 402107",402107,8087837873,NO,,https://maps.app.goo.gl/MW56rnHA5eWC5Jii6,4.3,4,18.73755915,73.09486388,Open,Small,Good,0,1,0,0,30.09,Very Low
Dbafna Developers,Construction Company,Raigad,Pen,"001, Ishanya, near Mahajan Nursing Home, Chinchpada, Pen, Maharashtra 402107",402107,7875338899,NO,,https://maps.app.goo.gl/jVHm2mYnGRdpX7nU8,4.5,13,18.73297267,73.09414109,Open,Small,Good,0,1,1,0,36.39,Low
Innovative Construction And Real Estate,Construction Company,Raigad,Pen,"MHADA COLONY,C-23,PLOT NO.318 SHIVTIRTHA BUNGLOW, Pen, Maharashtra 402107",402107,Unknown,NO,,https://maps.app.goo.gl/kqBoqwKBKwPu1Ucw9,5,2,18.7456751,73.09213393,Open,Small,Excellent,0,1,1,0,10.99,Very Low
Uran Medical & Lifestyle Store,Medical Store,Raigad,Uran,"Shop no 6, house no 118 A2, Nerekar building, Karanja Rd, Shreeraj Nagar, Uran, Maharashtra 400702",400702,8433802205,NO,,https://maps.app.goo.gl/3pMqk9vEgFi8VfpRA,4,9,18.87899763,72.94010254,Open,Small,Average,0,1,0,0,43.03,Very Low
Shree Medical And General Store,Medical Store,Raigad,Uran,"Shop No. 1, Plot No. 1, Vian Building Sector-47, Dronagiri Node, Uran-Bendkhal Road Bokadvira, Uran, Navin Sheva, Maharashtra 400702",400702,9082093066,NO,,https://maps.app.goo.gl/SBdQrBXaKvwLn2do6,4.9,84,18.87701953,72.96279127,Open,Medium,Excellent,0,1,1,0,46.43,Medium
Navkar Medical Aand General Store,Medical Store,Raigad,Uran,"Navkar Medical Shop No-6 Vihaan Co-Operative Housing Society Dronagiri Sector -47, Uran, Navin Sheva, Maharashtra 400702",400702,9920970488,NO,,https://maps.app.goo.gl/B8pxnsewWaeUmbBS6,4.7,48,18.87647773,72.96369195,Open,Small,Excellent,0,1,1,0,44.92,Low
Mayur Medical & General Stores,Medical Store,Raigad,Uran,"VWHQ+Q8R, Uran, Maharashtra 400702",400702,9702573885,NO,,https://maps.app.goo.gl/j8xCsHbpbEcLNWiv6,4.2,11,18.88115316,72.93795879,Open,Small,Good,0,1,0,0,40.85,Low
Om Sai Medical & General Stores,Medical Store,Raigad,Uran,"SHOP NO 6, NMMT BUS DEPO, Raj Arcade, Uran, Maharashtra 400702",400702,9820796292,NO,,https://maps.app.goo.gl/fH3bvPbZCvBujmqj9,4.8,12,18.88067261,72.93498841,Open,Small,Excellent,0,1,1,0,29.65,Low
Tip Top Supermarket,Supermarket,Raigad,Uran,"GROUND FLOOR, Raj Arcade, SHOP NO - 8, Uran - Mora Rd, CHS, Uran, Maharashtra 400702",400702,8779189433,NO,,https://maps.app.goo.gl/xfkqRtnTCuWXdCvj8,3.8,82,18.8820412,72.93616041,Open,Medium,Average,0,1,0,0,68.19,Medium
New Daily Mart,Supermarket,Raigad,Uran,"Shop No 1,basement, Sai Akash Building, Uran - Karanja Rd, near Rajpal Naka, Shreeraj Nagar, Uran, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/hThYKJ54oPou8Duv5,4.1,374,18.88058107,72.93895339,Open,Large,Good,0,1,0,1,77.27,High
Dronagiri Bazar,Grocery Store,Raigad,Uran,"VWGM+RCV, Nagaon, Uran, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/4qBZsZkEVzASHoYz5,4.1,542,18.87797065,72.93332402,Open,Large,Good,0,1,0,1,80.97,Very High
Geetanjali Supermarket,Supermarket,Raigad,Uran,"Uran mora road fund no-5, near canara bank, Uran, mora, Maharashtra 400704",400702,Unknown,NO,,https://maps.app.goo.gl/t8D8tvML5P8uLWvH9,5,15,18.90637611,72.93034375,Open,Small,Excellent,0,1,1,0,27.73,Low
New Daily Mart Nx Super Market,Grocery Store,Raigad,Uran,"H No -1565, B Prabhakar palace, Karanja Rd, Uran, Navi Mumbai, Mhatwali, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/hdfiRap93W5bSVD4A,4.5,15,18.87214995,72.94221275,Open,Small,Good,0,1,1,0,37.73,Low
Uran Wholesale Mart,Grocery Store,Raigad,Uran,"Shop No 1, Uran, Maharashtra 400702",400702,8591490059,NO,,https://maps.app.goo.gl/v6a7rwxuT3v87bYQ8,4.1,18,18.87646017,72.94018715,Open,Small,Good,0,1,0,0,47.44,Low
Parekh General Stores,Supermarket,Raigad,Uran,"Bazar Peth, Uran, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/FWbYo92UP88Kkowd7,4.4,30,18.88086894,72.93901832,Open,Small,Good,0,1,0,0,46.34,Low
Super Market,Supermarket,Raigad,Uran,"Shop No 33, Karanja Rd, Uran, Chanje, Maharashtra 400702",400702,9284309881,NO,,https://maps.app.goo.gl/D1tMhEwu61ty3t2C6,5,1,18.86693896,72.94463423,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Dining Rituals,Restaurant,Raigad,Uran,"VWJP+R45, Uran-Bori Rd, Bori, Uran, Maharashtra 400702",400702,9167252544,NO,,https://maps.app.goo.gl/SzG7j31ci9dBsUtE9,4.3,133,18.88435338,72.93565755,Open,Medium,Good,0,1,0,1,62.98,High
Hungry Buds Cafe,Restaurant,Raigad,Uran,"Shop No 16, Building, Kamtha Road, near Gade Hospital, Shreeraj Nagar, Uran, Maharashtra 400702",400702,9930691344,NO,,https://maps.app.goo.gl/4iaLS2JTjrFU6fW4A,4.6,21,18.87789733,72.93899782,Open,Small,Excellent,0,1,1,0,38.91,Low
Ramratan Shamiyana,Restaurant,Raigad,Uran,"Kaamtha Rd, Kaamtha, Uran, Maharashtra 400702",400702,9930490555,NO,,https://maps.app.goo.gl/TrYxDNFLLTb9XdKE9,4,1724,18.87846483,72.93626319,Open,Popular,Average,0,1,0,1,94.53,Very High
Hotel Anandi,Restaurant,Raigad,Uran,"At Uran, Kotnaka, Uran, Kaladhonda, Maharashtra 400702",400702,2227220567,NO,,https://maps.app.goo.gl/wXnJ6TYZrZkK5gPS9,3.8,1133,18.88253232,72.94480589,Open,Popular,Average,0,1,0,1,94.34,Very High
Veg O Licious,Restaurant,Raigad,Uran,"Shop no. 3, Sai Prerna Apartment, Uran - Mora Rd, opp. to Dashashri Mali Complex Hall, Uran, Maharashtra 400702",400702,9082032223,NO,,https://maps.app.goo.gl/c35kuwQMnXmrcyxh8,4.7,61,18.88076613,72.93700582,Open,Medium,Excellent,0,1,1,0,47.27,Medium
Vaishnavi Pure Veg,Restaurant,Raigad,Uran,"NMMT, Taluk, Last Stop, Uran, Maharashtra 400702",400702,8452836893,NO,,https://maps.app.goo.gl/s4P2pwToSemKLwLs7,3.8,1868,18.88109643,72.93604274,Open,Popular,Average,0,1,0,1,99.33,Very High
Momomia,Restaurant,Raigad,Uran,"Shop no 5, sonu apartment, Kaamtha Rd, opp. Apna sahakari Bank, Uran, Maharashtra 400702",400702,9029797945,NO,,https://maps.app.goo.gl/z824MHtDheBXkbsD9,4.6,240,18.87942926,72.93554193,Open,Large,Excellent,0,1,1,1,62.85,High
Sheetal Family Restaurant,Restaurant,Raigad,Uran,"Ganesh Nagar, Uran, Chanje, Maharashtra 400702",400702,8452887130,NO,,https://maps.app.goo.gl/o7uk7W3yiAbAByps7,3.7,202,18.86377139,72.94669417,Open,Large,Average,0,1,0,1,79.13,High
Rajpal Bar & Restaurant,Restaurant,Raigad,Uran,"Bazar Peth, Uran, Maharashtra 400702",400702,8454975961,NO,,https://maps.app.goo.gl/xzSD8ySiJ8eiFKkm6,3.8,716,18.88034844,72.93878542,Open,Large,Average,0,1,0,1,89.75,Very High
Hotel Anandi Lodging And Boarding,Hotels & Lodges,Raigad,Uran,"VWJV+2QM, Uran Panvel Road, Uran Rd, Uran, Maharashtra 400702",400702,9594983243,NO,,https://maps.app.goo.gl/EmqjG8XHZgURhn2DA,3.8,38,18.88143551,72.94514376,Open,Small,Average,0,1,0,0,60.64,Low
Hotel Uran Plaza,Hotels & Lodges,Raigad,Uran,"Beachead, Nagaon Beach, Uran, Kegaon, Maharashtra 400702",400702,2227222317,YES,http://www.hoteluranplaza.com/,https://maps.app.goo.gl/muxQqQhWNYZVFt1n8,4,1177,18.87417028,72.91845549,Open,Popular,Average,1,1,0,1,90.72,Very High
Silver Oak By Bay Hotels,Hotels & Lodges,Raigad,Uran,"Silver Oak Tropical Resort, Warikh Aali, Nagaon, Uran, Nagaon, Maharashtra 400702",400702,9920763763,YES,http://www.silveroakuran.com/,https://maps.app.goo.gl/j3mVCR6JJBD5EVCv6,4.3,826,18.87458483,72.92280526,Open,Large,Good,1,1,0,1,81.18,Very High
Ram Ratan Aashiyana Beach Resort,Hotels & Lodges,Raigad,Uran,"VW9F+RX5, Warikh Aali, Nagaon, Uran, Nagaon, Maharashtra 400702",400702,9930955222,YES,https://www.ramratanaashiyanaresort.com/,https://maps.app.goo.gl/UqCnopMAKEZMHujWA,4.2,641,18.87140481,72.92372712,Open,Large,Good,1,1,0,1,80.65,Very High
Hotel Ruchira Farm House & Swimming Pool,Hotels & Lodges,Raigad,Uran,"Warikh Aali, Nagaon, Uran, Mothe, Navi Mumbai, Maharashtra 400702",400702,8097320569,YES,http://www.ruchirafarmhouse.com/,https://maps.app.goo.gl/6YGba1EMFzAYEMJf9,4.3,151,18.87238758,72.92502792,Open,Medium,Good,1,1,0,1,64.24,High
Aangan Lawns And Resorts,Hotels & Lodges,Raigad,Uran,"Nagaon - Kegaon Rd, Nagaon, Uran, Maharashtra 400702",400702,9167581117,YES,https://aanganresorts.in/,https://maps.app.goo.gl/khxtRhUQhAb6Xcih6,4.1,329,18.87951202,72.92933676,Open,Large,Good,1,1,0,1,75.99,High
Hotel Kailash Krupa,Hotels & Lodges,Raigad,Uran,"VWHV+V2H, Uran Panvel Road, Uran, Uran Kotnaka, Kaladhonda, Maharashtra 400702",400702,2227222582,NO,,https://maps.app.goo.gl/CEWSA7d9rF8Ya4r18,3.2,63,18.88118183,72.940943,Open,Medium,Average,0,1,0,0,77.59,Medium
Natures Resort,Hotels & Lodges,Raigad,Uran,"Natures Resort, Uran-Bori Rd, near UES School, Uran, Maharashtra 400702",400702,9082392866,NO,,https://maps.app.goo.gl/KaBdqRiH7okpUNLs5,4.3,56,18.88303753,72.92893793,Open,Medium,Good,0,1,0,0,54.43,Medium
Shant Villa,Hotels & Lodges,Raigad,Uran,"House No.1059, 400702, Kegaon Rd, beside Shrushti housing Complex, Uran, Navi Mumbai, Boripakhadi, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/XQhXsUhZEkaf7umf9,4.3,19,18.88185835,72.92845955,Open,Small,Good,0,1,0,0,43.96,Low
Hotel Rajvikas Residency,Hotels & Lodges,Raigad,Uran,"JNPT Rd, uran, Uran, Sonari, Navi Mumbai, Maharashtra 400707",400702,8097841500,NO,,https://maps.app.goo.gl/UqDFth9hmo5SiE5W6,5,29,18.91100246,72.98596675,Open,Small,Excellent,0,1,1,0,34.01,Low
Gunj1 Electric And Hardware Stores,Hardware Store,Raigad,Uran,"Sky Heritage Shop No. 5, 6 Sector No. 50, Plot No. 119, Dronagiri, Uran, Maharashtra 400702",400702,9833817373,NO,,https://maps.app.goo.gl/6tZt78LGXQfHymig8,5,12,18.87656703,72.96147138,Open,Small,Excellent,0,1,1,0,25.65,Low
Charbhuja Hardware And Electrical,Hardware Store,Raigad,Uran,"Shreeraj Nagar, Uran, Maharashtra 400702",400702,8976274455,NO,,https://maps.app.goo.gl/SJxp9m5oKMVNdN3G9,4.7,6,18.87742476,72.93972956,Open,Small,Excellent,0,1,1,0,25.46,Very Low
Tip Top Electronic,Electronics Store,Raigad,Uran,"Nayan Apartment, Uran - Mora Rd, Uran, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/oJpUyeU1R34CsLQq7,3.8,170,18.8814042,72.93741213,Open,Medium,Average,0,1,0,1,75.42,High
Rajpal Electronics,Electronics Store,Raigad,Uran,"VWHQ+GJ6, Uran Market Rd, Bazar Peth, Uran, Maharashtra 400702",400702,9082957250,NO,,https://maps.app.goo.gl/nuPdQ22VsDYkx9qH7,3.9,130,18.88018602,72.93912875,Open,Medium,Average,0,1,0,1,70.75,High
Bhagyalaxmi Electric And Hardware Store,Electronics Store,Raigad,Uran,"Bori Pakhadi, Uran, Maharashtra 400702",400702,9967788545,NO,,https://maps.app.goo.gl/yEjNp4ysAoQe9LfPA,4.8,5,18.88944384,72.93383119,Open,Small,Excellent,0,1,1,0,21.92,Very Low
Yash Electric And Hardware Store,Electronics Store,Raigad,Uran,"Shop no. 22, Kamdhenu exelencia sector 47, in front of parajapati magnum building, Dronagiri, uran, Navin Sheva, Maharashtra 400702",400702,6376391173,NO,,https://maps.app.goo.gl/mp1zrco82n5fT4pD7,5,27,18.8770213,72.96713797,Open,Small,Excellent,0,1,1,0,33.32,Low
R.K Building Materials Supplier,Building Material Supplier,Raigad,Uran,"beside Alhad, near Golden point hotel, Bori, Uran, Maharashtra 400702",400702,9653244858,NO,,https://maps.app.goo.gl/qjHoJaVdz73BauAD7,5,1,18.8834345,72.9353522,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Om Sai Building Material Suppliers,Building Material Supplier,Raigad,Uran,"VW8W+P3J, Uran, Phata, Mulekhand, Chanje, Maharashtra 400702",400702,7718913550,NO,,https://maps.app.goo.gl/h3tJowN3vhd7SPK99,0,0,18.86810859,72.94500515,Open,Small,Poor,0,1,0,0,100,Very Low
Poojara Telecom,Mobile Phone Store,Raigad,Uran,"GF, Shop No.-13, Grand Uran Central, Uran, Chanje, Uran, Maharashtra 400702",400702,9372934646,NO,,https://www.poojaratele.com/,5,18,18.87742476,72.94058787,Open,Small,Excellent,0,1,1,0,29.44,Low
Mobile Choice,Mobile Phone Store,Raigad,Uran,"Lal Maidan, ka pass, Uran, Maharashtra 400702",400702,9769456665,NO,,https://maps.app.goo.gl/EFQJzpRS1uU8iJnj6,4.9,9,18.87848054,72.93964373,Open,Small,Excellent,0,1,1,0,25.03,Very Low
Bhoomi Mobile,Mobile Phone Store,Raigad,Uran,"1, Karanja Rd, Ganesh Nagar, Uran, Navi Mumbai, Mhatwali, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/wvd4dtiqTWxdxq7Q9,5,32,18.87961753,72.93998705,Open,Small,Excellent,0,1,1,0,34.97,Low
